0,0.499997228088802,0.00175475974305045,7.42338072612024e-05,5.14193154250997e-07,4.17929281646387e-10,9.15683290874261e-16,0,0,5.3094872333273e-08,4.38471760216702e-07,0,0,0,0,0,2.42179346850499e-11,2.11907900418288e-12,4.52828471753798e-08,0,0,0,1.86902574864185e-10,4.26000050553004e-08,2.76120470278282e-10,2.61353124043337e-14,1.11793348406166e-08,6.75122824148296e-10,6.69028257679626e-10,1.46853928776408e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.996460840101317,0,0.49423141474425,0.000639686877733487,3.76099122943757e-06,3.71520604326217e-09,9.15683290874261e-15,9.31847654222174e-16,0,4.0906571157095e-07,4.38471760216702e-07,7.79294794243768e-15,5.32274025542199e-15,0,0,0,2.16670287411995e-10,1.97430223252306e-11,3.49206989871478e-07,0,0,0,3.5226476500062e-09,6.26883547457599e-07,5.17402606280853e-09,4.70435623278007e-13,1.71149158613678e-07,1.17251274374349e-08,1.18548558441578e-08,3.10840815910064e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00353791627883639,0.499997228088802,0,0.541839434928434,0.99723356791053,6.43953508821439e-06,2.76522618594664e-11,3.83921233539536e-12,7.43644356321971e-13,0.00104573426650754,4.38471760216702e-07,3.39460812372585e-11,5.53431918057501e-11,6.68351222002414e-13,5.46937718540977e-14,9.97493830583749e-15,1.15372263750882e-06,1.27473818661764e-07,0.000896982527026048,4.79455126174312e-10,4.70800800427779e-16,1.42754464602808e-13,2.53280765699822e-05,0.00168573854324136,3.6391653012655e-05,7.33121648253965e-09,0.000542353101870049,6.15296368262541e-05,6.72612422663718e-05,4.26573215343627e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84549128416454e-10,7.97967247258707e-10,6.68114633485465e-07,0,1.05881886009312e-06,9.21919189439554e-10,2.28920822718565e-15,4.65923827111087e-16,0,1.64427494454193e-09,1.64888006572427e-07,2.59764931414589e-15,0,0,0,0,5.96677920582741e-13,4.85285268133484e-14,1.40034320936577e-09,0,0,0,4.46129040458737e-14,1.77383000876516e-11,6.58998735747689e-14,0,4.24488434513237e-12,1.89918164300526e-13,1.79492776321144e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13794720661934e-07,1.88570185570989e-06,0.49423141474425,0.425573671592413,0,0.0345740374942652,3.72390668601417e-07,6.11050498302342e-08,1.59697625520143e-08,1.51639645646176e-05,0.000483920552451189,3.75337604255531e-07,3.12048574981254e-09,0,0,0,1.08363942401779e-08,1.06981137360027e-09,1.29698078630388e-05,0,0,0,4.31005265987186e-10,9.1803936839812e-08,6.35721435959445e-10,5.22706248086675e-14,2.43526797751221e-08,1.52227131500192e-09,1.51685893484839e-09,3.42659167144952e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.02687871239509e-11,1.35015143925952e-10,2.31321949339001e-07,2.68580705234724e-05,0.00250598790205277,0,0.017738182838298,0.0040565660942486,0.00354766086101471,1.26222992560134e-09,0.000585349025978416,0.0245056070256814,0.000422676875674762,0,0,0,1.53497229674794e-07,4.35981876626802e-07,1.07486535153079e-09,0,0,0,1.27465440131068e-14,5.57122871665801e-12,2.1966624524923e-14,0,1.31774961517047e-12,5.67390366375015e-14,5.35026544803411e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.44191739937485e-15,1.22528842255868e-14,3.65751782834769e-11,2.45561747064864e-09,9.93850642165409e-07,0.653134445502143,0,0.995019684091131,0.0667416606802868,2.20228361472242e-13,0.0242183959883028,0.00163251932004115,2.23499161794966e-05,0,0,0,6.09756813046291e-09,1.78602093066912e-08,2.49030724071173e-11,0,0,0,0,4.78121296163116e-16,0,0,1.45672077732751e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.22528842255868e-15,4.98997415527012e-12,4.91123494129727e-10,1.60250653228422e-07,0.146775102009855,0.977759502516279,0,0.929570413914074,1.66659300573589e-13,0.000585349025978416,0.00131366274269674,1.76922065700371e-05,0,0,0,4.72730950695868e-09,1.38780020720619e-08,1.90948281576105e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.055793877755e-16,0,2.62404210285748e-11,8.04239807316058e-05,4.10910289109207e-05,0.00058241416227808,0,0,0,4.85910630816873e-07,4.09032628353222e-09,0,0,0,5.86613473729538e-13,1.84408401890724e-12,2.119410417627e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.44567896813354e-08,2.10523166189941e-07,0.000531974609632436,0.000678365308513674,1.55649907965989e-05,1.78749859188939e-08,8.47007044058691e-14,6.52293357955522e-14,0,0,0.000172016132920255,3.16753679095521e-07,4.98054293445039e-07,0,0,0,0.00367684805317122,0.000534665676164099,0.886117518340596,0,0,0,1.27197762706792e-10,2.98904413243037e-08,1.8804895034969e-10,2.61353124043337e-14,7.80610078639354e-09,4.64141868580448e-10,4.58809424658045e-10,9.7902619184272e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
