"Lam","br1","br2","wr1","wr2","fs1","fs2","ms1","ms2","Gf","Gm"
1.05,0,0.98,0,0.670905679844074,0.843561928023259,0.892142714149125,0.815500651165388,0.882436578806907,0.264728350204121,0.254598384602703
1.12,0,0.98,0,0.838527191287077,0.895412544341341,0.928935212554146,0.882539062149945,0.933905475837222,0.261397939624232,0.257065171095663
1.06,0,0.98,0,0.682523041538888,0.838691216336886,0.913830181108747,0.84250413573977,0.887657888187496,0.257955392576399,0.25931093367296
1.05,0,0.98,0,0.62833831891379,0.838839523146227,0.912876565221509,0.829959773263191,0.895012560615023,0.26062358940935,0.257440753955038
1.07,0,0.98,0,0.681721778659788,0.849863513577509,0.910888215136845,0.806855000120943,0.870566478226128,0.261440161271235,0.246076565320998
1.15,0,0.98,0,0.842559520421899,0.929814914632935,0.942555553127501,0.921323571829495,0.944307843955775,0.265801596452651,0.263028994233732
1.06,0,0.98,0,0.694465861003145,0.817447004412526,0.919492261150471,0.83794776124983,0.891820843236831,0.250778979889409,0.258118505478869
1.14,0,0.98,0,0.810275627275112,0.925348698099395,0.93942257887767,0.909343897165801,0.939606671973926,0.266879962220371,0.261608911032717
1.17,0,0.98,0,0.891863603088171,0.928910910311486,0.960341016331175,0.935789425887615,0.962100162903473,0.25995099017998,0.262166291572083
1.21,0,0.98,0,0.94015923749389,0.959429749118287,0.986589191833013,0.95148262251436,0.977183483834512,0.259125235485361,0.256643279188135
0.97,0,0.98,0,0.553092421416943,0.77061692262338,0.858966162463456,0.750493090501661,0.84536193372162,0.258912814798399,0.251063515629145
1.09,0,0.98,0,0.710418975378432,0.859573869556212,0.936730322197943,0.868181312872024,0.901531300642762,0.256730665492752,0.259705799959944
1.03,0,0.98,0,0.627304834237916,0.819269288874358,0.889718066900264,0.801486843644555,0.878377986503088,0.261117785540679,0.254570441855866
0.98,0,0.98,0,0.548519750333216,0.77760116169262,0.863075120631538,0.759326242085493,0.844809318445597,0.260068733829581,0.25299179051075
1.08,0,0.98,0,0.786075285569379,0.859745143865269,0.906640095361356,0.851545690607018,0.909906199649482,0.260287447660138,0.257422439226087
0.99,0,0.98,0,0.602178178150075,0.778160720425838,0.865289553062308,0.757081384925973,0.84305818532141,0.25717409750367,0.249059190615098
0.98,0,0.98,0,0.540879133351007,0.769347153680676,0.871195963746156,0.752844802290348,0.849819715623032,0.255989824058983,0.249586842894416
1.14,0,0.98,0,0.795820797105981,0.922333298152028,0.942256172644739,0.91879614300445,0.939633859199784,0.266251646952737,0.265087662259111
1.03,0,0.98,0,0.623484135479317,0.835664525705149,0.884272119622865,0.7931808978389,0.871773364796398,0.266844702601216,0.251242755337469
1.11,0,0.98,0,0.763348442921696,0.877277759184089,0.940038014963816,0.865782967431989,0.928041828860545,0.257988824521985,0.254067894273956
1.07,0,0.98,0,0.679931575920009,0.854539884129641,0.909130702711714,0.807883133049458,0.900821634218168,0.263073687043346,0.246429952322714
1.14,0,0.98,0,0.830530189301006,0.870897801128674,0.963963951130622,0.869060552116492,0.923383106022924,0.248804313946113,0.248186327861836
1.15,0,0.98,0,0.878998842789335,0.894980250531044,0.955211004882398,0.914192309826655,0.94416154423296,0.254212474140355,0.260543575977977
1.16,0,0.98,0,0.850094509654755,0.921972179061228,0.964052976650429,0.937818782232925,0.959771021958798,0.259374104079476,0.264499897131118
1.14,0,0.98,0,0.82048135329011,0.90123482908496,0.948871256713045,0.87496673893088,0.902440905974495,0.259198122914263,0.250426878118468
1.17,0,0.98,0,0.857497609519506,0.931108733863999,0.95959909871168,0.889385093472679,0.940886081609868,0.261933110157526,0.248331006762135
1.05,0,0.98,0,0.662573702317372,0.813766859754531,0.911856046936353,0.838224470982207,0.896820791695063,0.252901428824039,0.261726889233914
0.99,0,0.98,0,0.596381275475476,0.774864707551633,0.867280633910724,0.754736759340322,0.843170776407698,0.256016513427072,0.248255199390976
1.05,0,0.98,0,0.654754712311747,0.8122155741689,0.914711289942824,0.789558857166137,0.869666638154867,0.252161211626731,0.243891197647379
1.14,0,0.98,0,0.818660389916254,0.903011431426292,0.954189507233048,0.914341724389792,0.947851738693458,0.258548877341745,0.262288313240488
1.07,0,0.98,0,0.809518450332513,0.831507009307707,0.9051279323348,0.86377351849253,0.91965849480724,0.252952671595247,0.264328823049204
1.2,0,0.98,0,0.925524148657634,0.949310471681111,0.980136751253765,0.948377094535992,0.971832965858449,0.25890483235052,0.258610787756627
1.12,0,0.98,0,0.80502906706338,0.899730448207525,0.932677213243244,0.88381193187787,0.926536325487019,0.262940198449837,0.257588486725544
1.1,0,0.98,0,0.746559218196358,0.881918466836949,0.926780665938663,0.854791917851361,0.908877275891091,0.262672868297986,0.253348809038911
1.1,0,0.98,0,0.733657510879745,0.871317654675388,0.931672271645756,0.867111924804835,0.929340254733159,0.259669677129725,0.258222813755066
0.98,0,0.98,0,0.531433097513763,0.772942517362118,0.865619837605806,0.742965336251562,0.842574931351117,0.258899375354084,0.247213284369213
0.99,0,0.98,0,0.602568818472096,0.781444595937564,0.86735188666315,0.754458110285756,0.86436644309701,0.25755266173868,0.247184310776703
1.14,0,0.98,0,0.828836199967759,0.903940909910589,0.954191305097272,0.908859088319926,0.923190632673825,0.258345035228026,0.259968260219806
0.98,0,0.98,0,0.554828301372876,0.778280646057999,0.86494698448392,0.761951327920033,0.848478333066712,0.259483081394681,0.253175708128496
1.02,0,0.98,0,0.610662610211628,0.812078125935704,0.890000274448644,0.77975899690706,0.867572001946324,0.259920917117246,0.247901526941964
1,0,0.98,0,0.623361757123201,0.792178283019759,0.869537756576732,0.780937131668546,0.869938809175928,0.259008881536281,0.254752895783546
0.98,0,0.98,0,0.544729695873053,0.784330131168044,0.862510918769011,0.747184590529903,0.839900299151297,0.262301685563614,0.247907896287348
1.08,0,0.98,0,0.71200892853349,0.83170693819168,0.932279977773495,0.867532190646155,0.887952814235816,0.250799049628834,0.263361212627888
1.14,0,0.98,0,0.843323756257162,0.908372521832729,0.946034216348221,0.912134838255592,0.95433550767313,0.260437742242973,0.261678850268529
1.13,0,0.98,0,0.803199765410466,0.902952223495962,0.940361226642786,0.882509526379818,0.91289608063334,0.262090058273135,0.255246326904075
1.08,0,0.98,0,0.732335826369117,0.851236788300011,0.916320815440222,0.818228366358903,0.895157581333485,0.258346458193639,0.246675546490216
1.06,0,0.98,0,0.75217967631695,0.840380244845594,0.901432771102208,0.807662417449932,0.878542308865731,0.258241353656591,0.24652593635832
0.98,0,0.98,0,0.553436117072964,0.792466378269848,0.862620902446733,0.781694314553865,0.858827389832177,0.264124158553016,0.260006538535321
1.12,0,0.98,0,0.814447503276964,0.879587748817461,0.937322583536382,0.850545649032202,0.91017055698717,0.25702787201166,0.247128421955518
1.18,0,0.98,0,0.903424968325817,0.941973287138227,0.968955110407442,0.936565097343095,0.960453149568134,0.260477277873272,0.258753228203769
1.07,0,0.98,0,0.703497681152464,0.82869903659829,0.916889555426808,0.847066883529166,0.899842980354993,0.253860856540529,0.260392324355646
1.02,0,0.98,0,0.646232357705006,0.796602925960197,0.881905528415672,0.782713638569536,0.872482516712656,0.256165927682501,0.250963370423785
1.02,0,0.98,0,0.610041497164321,0.790789224276338,0.891579343151223,0.791299930739296,0.881865335942191,0.253833827419908,0.254024932966094
1.06,0,0.98,0,0.714409661506086,0.814008080432046,0.912887605965351,0.821211784449632,0.90488790891758,0.250600770306434,0.253197797987545
1.06,0,0.98,0,0.694565184710658,0.848894263593695,0.897225911370765,0.831792488987523,0.887324950471512,0.263781338801809,0.257674414088236
1.03,0,0.98,0,0.595321917742639,0.819364234502909,0.902898542620078,0.799094411925652,0.877168033353198,0.259447903890238,0.252005998440095
1.07,0,0.98,0,0.674806717749605,0.857274644413684,0.920409609934526,0.835695466489966,0.89853434669424,0.261388906221848,0.25378644153662
1.01,0,0.98,0,0.564890039792496,0.824498445686974,0.877229297133639,0.811361386284811,0.873975378053061,0.268561386431637,0.263691684509601
1.05,0,0.98,0,0.709355235460053,0.827206766731938,0.902760711948545,0.866587066341035,0.917234840550218,0.256475169570444,0.270503697854561
1.14,0,0.98,0,0.829433242199466,0.920366793208956,0.941522590023928,0.858550811020943,0.931953629913684,0.264551587103465,0.24396488478116
1,0,0.98,0,0.613685251289124,0.79777748256674,0.872857455618072,0.768818987589637,0.854576351170179,0.260144395884482,0.249184327328441
1.13,0,0.98,0,0.801598062091137,0.907318584475855,0.941770818428258,0.900234729927446,0.945026524984724,0.262823266940913,0.26046701890016
1.15,0,0.98,0,0.870269886200588,0.901732313765719,0.954325594886794,0.912638191952509,0.916517573540592,0.256206029040966,0.259794093703685
0.97,0,0.98,0,0.530820039465566,0.761499992910616,0.858877201189178,0.73663636593575,0.836503957773029,0.257347821979077,0.24755260457123
1.14,0,0.98,0,0.875267091951116,0.898973475766305,0.941766447863617,0.889119417824563,0.953955399275686,0.258013214871284,0.254734304069932
0.97,0,0.98,0,0.531207616044405,0.764446091232776,0.857553326885417,0.746930141490358,0.839672915358704,0.258533527994891,0.251655939678695
1.09,0,0.98,0,0.711174373917979,0.850283989444095,0.933661595491752,0.909905798111429,0.940306729062831,0.255122421027448,0.275634341226283
1.1,0,0.98,0,0.773458531176282,0.889577107932652,0.913270678905958,0.832145464808905,0.899146081093861,0.266236881918105,0.246391726988639
1.13,0,0.98,0,0.793375135301572,0.887988206539946,0.95074571059303,0.848312101989049,0.92804720050644,0.256926099386621,0.24350281316951
1.04,0,0.98,0,0.651450242785678,0.810379786325192,0.908136815410356,0.822096308887555,0.886497224940132,0.253353261077672,0.257615834103041
1.14,0,0.98,0,0.841176710225923,0.902413812016973,0.949747819066351,0.897762936566874,0.957018186406478,0.258444155485059,0.256902948488382
1.01,0,0.98,0,0.57742474275913,0.800626776603899,0.883112707169067,0.782175581323057,0.861983067350281,0.260068496394131,0.253129419975872
1.13,0,0.98,0,0.797087513994281,0.897648447815589,0.948042311592847,0.862289566803174,0.950258690828634,0.259528186989195,0.247642356357245
1.01,0,0.98,0,0.61049378710901,0.803157610500543,0.87579926059801,0.782966090005978,0.84891391977688,0.261014258372633,0.253427073880768
1.14,0,0.98,0,0.844438936246857,0.900467020305539,0.948015721572594,0.879137950159895,0.943219899223503,0.258248302759384,0.251141608687205
1.21,0,0.98,0,0.920601570758436,0.959758587172785,0.982193688157189,0.945122435582737,0.971286846665532,0.260801392088151,0.256210225640247
1.19,0,0.98,0,0.91286074062107,0.952653657908638,0.970718565608399,0.941051496613613,0.971371094188594,0.261937749165723,0.258265259328823
1.01,0,0.98,0,0.592032506672262,0.801668153994886,0.887170282173461,0.800186132021507,0.859186260961489,0.258674668251601,0.258121952511551
0.99,0,0.98,0,0.565854376005074,0.78434375292033,0.873039627073459,0.780897053116315,0.855720656168562,0.258622877525213,0.257308507583736
0.97,0,0.98,0,0.525597414920841,0.763651263286935,0.861503476234994,0.742764311162235,0.841521954527351,0.257543312616164,0.249343039349958
1.1,0,0.98,0,0.726015622758238,0.88372032642359,0.930825916728548,0.854492613268541,0.916823329933618,0.263094612191729,0.253055712747588
1.03,0,0.98,0,0.592457379142322,0.803326185533672,0.903361194514365,0.801474138506636,0.878823664668941,0.255173735740706,0.254489240797354
0.99,0,0.98,0,0.561426220370601,0.782425562359375,0.866727506245309,0.746847400130758,0.845126589654026,0.259887353503261,0.246140193642667
1.15,0,0.98,0,0.849673848162207,0.917735299125535,0.952482391829694,0.904562311319094,0.957594945918899,0.260865640420462,0.256544474196892
1.15,0,0.98,0,0.861390968529078,0.922151620318079,0.944175903475067,0.86824807008507,0.922450434640873,0.263058856383954,0.245226765447582
0.96,0,0.98,0,0.521614677003435,0.758309418096916,0.856200171165914,0.739061404204087,0.845074575659159,0.257543720047424,0.249936578932953
1.16,0,0.98,0,0.83917270608625,0.925501309942227,0.964899882289032,0.901985940622784,0.920969699726419,0.260394704387409,0.252735704621693
1.04,0,0.98,0,0.744320288433209,0.820585464438378,0.884226265405091,0.831376403400341,0.896171335145029,0.257634163385156,0.261545777435121
1.08,0,0.98,0,0.664978091255622,0.886018969165775,0.914870067424378,0.82590611240708,0.911087858574868,0.270028236362508,0.249003352468856
1.03,0,0.98,0,0.582178623357603,0.829470716386187,0.901698037905557,0.78870577799578,0.881011789183835,0.263018897200026,0.248055342865
1.13,0,0.98,0,0.803193787761564,0.883092056156489,0.949847420191133,0.923559510759419,0.935076383958089,0.255609209450359,0.26909498474715
1.08,0,0.98,0,0.733893262725141,0.854456547929729,0.919862396304619,0.864270604078051,0.928830933648725,0.258263861664624,0.261685762648273
1.09,0,0.98,0,0.773626710095239,0.83949535884753,0.930484972508157,0.857726851575155,0.915031823935189,0.250685149811128,0.257043720146744
1.14,0,0.98,0,0.828970929450883,0.90216274042492,0.952954508687273,0.886932566141655,0.941021664062877,0.258205796749497,0.253147994316671
1.07,0,0.98,0,0.682389231712231,0.868413079356343,0.903057317940879,0.805886964568764,0.882041658091586,0.2677246966504,0.245493762998566
1.08,0,0.98,0,0.68119261116046,0.884817061010456,0.914840784184105,0.816310009572291,0.892683302288221,0.268978904375824,0.244987309329349
1.21,0,0.98,0,0.931699891920548,0.963735755216416,0.985563556185241,0.954333216428704,0.973307051141916,0.260508947126251,0.257576652799679
0.99,0,0.98,0,0.567599819203258,0.775171027330645,0.876782122492531,0.765336030948643,0.842728346604679,0.255019902582293,0.251246550528345
1.14,0,0.98,0,0.848441409805288,0.895689202184591,0.953841398580842,0.910094625568791,0.947326877578397,0.25582266628546,0.260586577494503
1.13,0,0.98,0,0.864662937231315,0.880831698104002,0.935344708327008,0.879096895604526,0.937881572431529,0.255759647533811,0.255174239487368
